t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e,SV e,CO e,CI e
731.0,27.52,2.227,61.294,2574,2675.9161443,2369.9376312,0.89,347.3,107.2,22.2,25.1,33.24,9.5,15.59,4.81,14.07,6.19,20.79,0.1,110,34,100,44,215,2.67,87,EXERCISE,18.5,66,643,755,18782,782.6,13.04,89,233.3,0,7330,11452,0,39.0,61.0,0.89,0,1.1,1.08,2.18,0.5,0.21,1.787,2,0,0,,77,69.3,215,2.02,44.94,,,
733.0,28.99,2.335,67.681,2414,2945.634236,2607.4334904,0.89,365.0,112.0,22.3,25.2,36.59,10.5,15.63,4.8,14.12,6.18,20.81,0.1,111,34,100,44,216,2.68,87,EXERCISE,18.5,66,643,755,20673,861.4,14.36,90,256.8,0,8101,12572,0,39.2,60.8,0.89,0,0.96,1.11,2.07,0.46,0.21,1.83,2,0,0,,85,66.1,215,2.43,44.87,,,
736.0,23.17,2.553,59.143,2517,2732.0041364,2433.2581971,0.89,390.8,130.6,21.1,23.6,33.94,9.7,15.31,5.12,13.72,6.46,20.81,0.1,108,36,97,46,217,2.7,87,EXERCISE,18.5,66,643,755,19197,799.9,13.33,90,238.5,0,7165,12033,0,37.3,62.7,0.89,0,1.13,1.46,2.59,0.44,0.2,1.772,3,0,0,,79,70.4,217,2.26,46.66,,,
738.0,26.79,2.298,61.554,2548,2722.2219493,2377.3665389,0.87,357.6,110.5,21.9,25.1,33.82,9.7,15.56,4.81,13.87,6.31,20.81,0.1,110,34,98,45,218,2.71,86,EXERCISE,18.5,66,643,755,19054,793.9,13.23,91,236.7,0,8238,10816,0,43.2,56.8,0.87,0,1.11,1.13,2.24,0.5,0.22,1.789,2,0,0,,78,69.1,218,2.07,45.7,,,
740.0,30.61,2.288,70.041,2503,2951.1547204,2624.3870427,0.89,361.1,106.8,23.0,25.9,36.66,10.5,15.78,4.67,14.25,6.07,20.8,0.1,112,33,101,43,219,2.72,86,EXERCISE,18.5,66,643,755,20731,863.8,14.4,91,257.5,0,7834,12897,0,37.8,62.2,0.89,0,0.97,0.99,1.96,0.49,0.22,1.845,2,0,0,,85,64.9,219,2.36,44.17,,,
742.0,27.78,2.499,69.417,2471,3011.8958078,2708.1752173,0.9,390.9,121.1,22.4,24.9,37.41,10.7,15.64,4.85,14.08,6.25,20.82,0.09,111,34,100,44,220,2.73,87,EXERCISE,18.5,66,643,755,21205,883.5,14.73,92,263.4,0,7298,13907,0,34.4,65.6,0.9,0,0.94,1.22,2.16,0.44,0.21,1.841,2,0,0,,87,65.2,220,2.66,45.32,,,
744.0,25.42,2.563,65.161,2685,2884.4115775,2596.3454782,0.9,398.2,126.8,22.0,24.4,35.83,10.2,15.54,4.95,14.06,6.29,20.82,0.09,110,35,100,45,221,2.75,87,EXERCISE,18.5,66,643,755,20311,846.3,14.11,92,252.3,0,6923,13388,0,34.1,65.9,0.9,0,1.17,1.19,2.36,0.5,0.2,1.814,2,0,0,,83,67.3,221,2.19,45.57,,,
747.0,26.32,2.421,63.711,2632,2764.1291472,2502.410988,0.91,378.3,118.1,22.4,24.7,34.34,9.8,15.63,4.88,14.12,6.22,20.81,0.09,111,35,100,44,223,2.77,86,EXERCISE,18.5,66,643,755,19487,812.0,13.53,93,242.1,0,6297,13190,0,32.3,67.7,0.91,0,1.07,1.21,2.28,0.47,0.21,1.804,3,0,0,,79,68.1,222,2.26,45.13,,,
749.0,27.03,2.403,64.946,2645,2799.7597,2537.1494046,0.91,376.5,116.6,22.5,24.9,34.78,9.9,15.67,4.85,13.99,6.24,20.82,0.09,111,34,99,44,224,2.78,88,EXERCISE,18.5,66,643,755,19742,822.6,13.71,93,245.2,0,6320,13422,0,32.0,68.0,0.91,0,1.08,1.14,2.22,0.49,0.21,1.813,2,0,0,,81,67.4,223,2.22,45.26,,,
751.0,26.91,2.532,68.126,2741,2911.6019208,2653.4446843,0.91,398.2,122.5,22.8,25.0,36.17,10.3,15.73,4.84,14.16,6.18,20.84,0.09,111,34,100,44,225,2.8,86,EXERCISE,18.5,66,643,755,20555,856.4,14.27,94,255.3,0,6220,14335,0,30.3,69.7,0.91,0,1.14,1.09,2.23,0.51,0.21,1.833,2,0,0,,84,65.9,224,2.22,44.87,,,
753.0,24.39,2.998,73.122,2756,3288.9554735,3021.2104288,0.92,462.6,154.0,21.7,23.6,40.86,11.7,15.43,5.14,13.72,6.42,20.82,0.1,109,36,97,45,226,2.81,88,EXERCISE,18.5,66,643,755,23256,969.0,16.15,94,288.9,0,6462,16795,0,27.8,72.2,0.92,0,1.01,1.45,2.46,0.41,0.19,1.864,2,0,0,,95,63.3,226,2.97,46.4,,,
756.0,24.39,2.562,62.488,2958,2694.8851489,2462.8475404,0.91,401.4,125.4,22.6,24.7,33.48,9.6,15.67,4.89,14.0,6.24,20.83,0.09,111,35,99,44,227,2.82,87,EXERCISE,18.5,66,643,755,19036,793.2,13.22,95,236.5,0,5594,13442,0,29.4,70.6,0.91,0,1.29,1.17,2.46,0.52,0.21,1.796,3,0,0,,77,68.7,227,1.99,45.26,,,
758.0,25.32,2.749,69.595,2979,2888.0225367,2677.5215004,0.93,435.4,131.4,23.5,25.3,35.88,10.3,15.84,4.78,14.38,6.16,20.82,0.09,112,34,102,44,228,2.83,87,EXERCISE,18.5,66,643,755,20460,852.5,14.21,95,254.2,0,5090,15371,0,24.9,75.1,0.93,0,1.16,1.21,2.37,0.49,0.22,1.843,2,0,0,,83,65.1,228,2.37,44.75,,,
760.0,28.3,2.405,68.066,2532,2843.112143,2628.0141978,0.92,380.2,115.6,23.2,25.1,35.32,10.1,15.81,4.81,14.26,6.23,20.82,0.1,112,34,101,44,229,2.84,86,EXERCISE,18.5,66,643,755,20130,838.7,13.98,96,250.1,0,5198,14932,0,25.8,74.2,0.92,0,0.95,1.17,2.12,0.45,0.22,1.833,2,0,0,,82,65.9,229,2.53,45.19,,,
763.0,27.4,2.749,75.315,2769,3193.1984519,2979.6053751,0.93,431.7,135.6,23.0,24.6,39.67,11.3,15.7,4.93,14.47,6.07,20.8,0.11,111,35,102,43,231,2.87,85,EXERCISE,18.5,66,643,755,22653,943.9,15.73,97,281.4,0,5171,17481,0,22.8,77.2,0.93,0,0.99,1.2,2.19,0.45,0.18,1.877,3,0,0,,92,62.3,230,2.78,44.17,,,
765.0,27.78,2.619,72.75,2646,3051.9039773,2831.9731464,0.93,413.1,126.9,23.2,25.0,37.91,10.8,15.77,4.85,14.26,6.25,20.81,0.1,112,34,101,44,232,2.88,87,EXERCISE,18.5,66,643,755,21625,901.1,15.02,97,268.6,0,5319,16307,0,24.6,75.4,0.93,0,0.94,1.22,2.16,0.44,0.22,1.862,2,0,0,,88,63.5,231,2.79,45.32,,,
767.0,26.09,2.428,63.339,2728,2701.0584069,2495.5456434,0.92,381.3,118.8,22.8,24.6,33.55,9.6,15.7,4.89,14.26,6.22,20.82,0.09,111,35,101,44,233,2.89,87,EXERCISE,18.5,66,643,755,19122,796.8,13.28,98,237.5,0,4966,14156,0,26.0,74.0,0.92,0,1.17,1.13,2.3,0.51,0.2,1.802,2,0,0,,78,68.3,232,2.08,45.13,,,
770.0,22.99,2.728,62.713,2884,2699.4568675,2503.330885,0.93,427.0,135.2,22.6,24.4,33.53,9.6,15.65,4.96,14.1,6.34,20.82,0.09,111,35,100,45,234,2.91,87,EXERCISE,18.5,66,643,755,19125,796.9,13.28,98,237.6,0,4742,14383,0,24.8,75.2,0.93,0,1.11,1.5,2.61,0.43,0.21,1.797,3,0,0,,78,68.6,234,2.46,45.89,,,
772.0,29.85,2.414,72.06,2600,3016.4750815,2743.2231432,0.91,381.5,114.2,23.2,25.5,37.47,10.7,15.8,4.73,14.21,6.22,20.81,0.09,112,33,101,44,235,2.92,87,EXERCISE,18.5,66,643,755,21286,886.9,14.78,99,264.4,0,6581,14705,0,30.9,69.1,0.91,0,0.92,1.09,2.01,0.46,0.23,1.858,2,0,0,,87,63.9,235,2.62,45.13,,,
774.0,30.3,2.425,73.485,2583,3027.0627145,2768.5594084,0.91,384.8,113.8,23.6,25.8,37.6,10.7,15.87,4.69,14.34,6.1,20.8,0.1,112,33,102,43,236,2.93,85,EXERCISE,18.5,66,643,755,21385,891.1,14.85,99,265.7,0,6233,15152,0,29.1,70.9,0.91,0,0.91,1.07,1.98,0.46,0.22,1.866,2,0,0,,87,63.2,235,2.66,44.36,,,
776.0,30.3,2.528,76.606,2617,3176.1006596,2933.9160879,0.92,400.6,120.3,23.5,25.4,39.45,11.3,15.85,4.76,14.43,6.04,20.82,0.09,112,34,102,43,237,2.94,86,EXERCISE,18.5,66,643,755,22484,936.8,15.61,100,279.3,0,5851,16633,0,26.0,74.0,0.92,0,0.93,1.05,1.98,0.47,0.21,1.884,2,0,0,,91,61.6,236,2.72,43.98,,,
778.0,30.3,2.533,76.758,2518,3121.8996417,2905.1340123,0.93,403.1,119.4,23.9,25.7,38.78,11.1,15.91,4.71,14.35,6.14,20.8,0.1,113,33,102,43,238,2.96,90,EXERCISE,18.5,66,643,755,22134,922.3,15.37,100,275.0,0,5245,16889,0,23.7,76.3,0.93,0,0.85,1.13,1.98,0.43,0.22,1.885,2,0,0,,90,61.5,238,2.98,44.62,,,
780.0,27.27,2.532,69.055,2632,2982.5800424,2746.6103931,0.92,395.8,125.3,22.5,24.4,37.05,10.6,15.63,4.95,14.25,6.18,20.81,0.1,111,35,101,44,239,2.97,86,EXERCISE,18.5,66,643,755,21101,879.2,14.65,101,262.1,0,5698,15403,0,27.0,73.0,0.92,0,1.09,1.11,2.2,0.5,0.19,1.839,2,0,0,,86,65.4,239,2.32,44.87,,,
782.0,29.41,2.611,76.794,2763,3201.1118002,2994.8716357,0.94,412.2,127.0,23.3,25.0,39.77,11.4,15.79,4.86,14.42,6.08,20.8,0.11,112,34,102,43,240,2.98,88,EXERCISE,18.5,66,643,755,22721,946.7,15.78,101,282.3,0,4996,17725,0,22.0,78.0,0.94,0,0.95,1.09,2.04,0.47,0.19,1.885,2,0,0,,92,61.5,240,2.75,44.24,,,
784.0,23.08,2.716,62.677,2696,2821.4436834,2636.7522933,0.93,418.2,142.0,21.6,23.2,35.05,10.0,15.4,5.23,13.86,6.49,20.81,0.1,109,37,98,46,241,2.99,88,EXERCISE,18.5,66,643,755,20022,834.2,13.9,102,248.7,0,4473,15549,0,22.3,77.7,0.93,0,1.03,1.57,2.6,0.4,0.18,1.797,2,0,0,,81,68.6,241,2.64,46.85,,,
788.0,15.15,3.834,58.091,3967,2784.2557982,2577.1996549,0.93,578.1,210.8,20.5,22.1,34.59,9.9,15.08,5.5,13.58,6.72,20.83,0.09,107,39,96,48,243,3.02,85,EXERCISE,18.5,66,643,755,19719,821.6,13.69,103,245.0,0,5005,14714,0,25.4,74.6,0.93,0,1.51,2.45,3.96,0.38,0.18,1.764,4,0,0,,80,70.9,243,2.54,48.31,,,
790.0,29.85,2.265,67.612,2620,2925.350713,2618.4530217,0.9,354.5,109.2,22.4,25.0,36.34,10.4,15.65,4.82,14.04,6.29,20.81,0.1,111,34,99,45,244,3.03,86,EXERCISE,18.5,66,643,755,20576,857.3,14.29,103,255.6,0,7367,13209,0,35.8,64.2,0.9,0,0.95,1.06,2.01,0.47,0.22,1.83,2,0,0,,84,66.1,244,2.38,45.58,,,
792.0,32.61,2.328,75.913,2357,3242.8568813,2896.1310804,0.89,365.7,110.6,22.7,25.4,40.28,11.5,15.71,4.75,14.11,6.25,20.8,0.1,111,34,100,44,245,3.04,86,EXERCISE,18.5,66,643,755,22799,950.0,15.83,104,283.2,0,8320,14480,0,36.5,63.5,0.89,0,0.84,1.0,1.84,0.46,0.23,1.88,2,0,0,,93,62.0,245,2.77,45.32,,,
794.0,29.56,2.507,74.099,2569,3183.7982028,2881.4493113,0.91,393.0,121.1,22.6,25.0,39.55,11.3,15.68,4.83,14.13,6.25,20.81,0.09,111,34,100,44,246,3.06,86,EXERCISE,18.5,66,643,755,22444,935.2,15.59,104,278.8,0,7275,15170,0,32.4,67.6,0.91,0,0.91,1.12,2.03,0.45,0.22,1.87,2,0,0,,92,62.9,246,2.75,45.32,,,
796.0,28.71,2.396,68.785,2629,3038.8506477,2746.9133455,0.9,372.4,118.8,22.0,24.3,37.75,10.8,15.54,4.96,14.22,6.14,20.82,0.09,110,35,101,43,247,3.07,86,EXERCISE,18.5,66,643,755,21417,892.4,14.87,105,266.1,0,7022,14395,0,32.8,67.2,0.9,0,1.06,1.03,2.09,0.51,0.18,1.837,2,0,0,,87,65.5,247,2.26,44.62,,,
798.0,31.25,2.475,77.344,2563,3313.7640465,3029.3563912,0.91,388.1,120.4,22.7,24.8,41.16,11.8,15.68,4.86,14.25,6.19,20.81,0.09,111,34,101,44,248,3.08,88,EXERCISE,18.5,66,643,755,23409,975.4,16.26,105,290.8,0,6857,16552,0,29.3,70.7,0.91,0,0.86,1.06,1.92,0.45,0.21,1.888,2,0,0,,95,61.2,248,2.88,44.94,,,
800.0,28.04,2.716,76.15,2732,3332.2612746,3067.1539177,0.92,423.0,135.8,22.3,24.2,41.39,11.8,15.57,5.0,14.21,6.23,20.82,0.09,110,35,101,44,249,3.09,87,EXERCISE,18.5,66,643,755,23572,982.2,16.37,106,292.8,0,6401,17172,0,27.2,72.8,0.92,0,1.03,1.11,2.14,0.48,0.19,1.882,2,0,0,,96,61.8,249,2.64,45.19,,,
803.0,25.97,2.548,66.182,2769,2921.3374174,2685.7868479,0.92,395.7,128.6,22.0,24.0,36.29,10.4,15.53,5.05,14.05,6.39,20.82,0.1,110,36,99,45,250,3.11,86,EXERCISE,18.5,66,643,755,20661,860.9,14.35,107,256.7,0,5686,14975,0,27.5,72.5,0.92,0,1.14,1.17,2.31,0.49,0.2,1.821,3,0,0,,84,66.8,250,2.24,46.21,,,
805.0,30.77,2.383,73.323,2553,3122.617645,2867.7545699,0.92,374.3,116.0,22.8,24.8,38.79,11.1,15.71,4.87,14.18,6.27,20.81,0.1,111,34,100,44,252,3.13,86,EXERCISE,18.5,66,643,755,22079,920.0,15.33,107,274.3,0,6150,15929,0,27.9,72.1,0.92,0,0.9,1.05,1.95,0.46,0.21,1.865,2,0,0,,90,63.2,251,2.65,45.45,,,
807.0,28.99,2.475,71.739,2584,3141.8047995,2864.5183724,0.91,385.6,122.7,22.2,24.3,39.03,11.2,15.58,4.96,14.15,6.29,20.82,0.09,110,35,100,45,253,3.14,86,EXERCISE,18.5,66,643,755,22182,924.2,15.4,108,275.5,0,6682,15500,0,30.1,69.9,0.91,0,1.03,1.04,2.07,0.5,0.2,1.856,2,0,0,,90,64.0,252,2.4,45.57,,,
809.0,28.44,2.852,81.1,2765,3515.5316462,3267.5222342,0.93,443.3,143.5,22.5,24.2,43.67,12.5,15.54,5.03,14.06,6.33,20.75,0.12,110,36,100,45,254,3.16,86,EXERCISE,18.5,66,643,755,24919,1038.3,17.3,108,309.6,0,6000,18919,0,24.1,75.9,0.93,0,0.95,1.16,2.11,0.45,0.2,1.909,2,0,0,,101,59.4,254,3.0,45.83,,,
811.0,31.09,2.498,77.658,2821,3180.1179979,2964.6689655,0.93,395.9,119.5,23.7,25.5,39.5,11.3,15.85,4.78,14.4,6.15,20.77,0.13,112,34,102,44,254,3.16,87,EXERCISE,18.5,66,643,755,22556,939.8,15.66,109,280.2,0,5215,17340,0,23.1,76.9,0.93,0,0.93,1.0,1.93,0.48,0.21,1.89,2,0,0,,91,61.1,254,2.69,44.68,,,
812.0,36.59,2.332,85.317,2523,3265.3969192,3105.2499133,0.95,374.8,107.9,25.3,26.7,40.56,11.6,16.07,4.63,14.64,5.97,20.69,0.19,114,33,104,42,256,3.18,87,EXERCISE,18.5,66,643,755,23257,969.0,16.15,109,288.9,0,3893,19364,0,16.7,83.3,0.95,0,0.78,0.86,1.64,0.48,0.22,1.931,1,0,0,,94,57.2,255,2.99,43.54,,,
814.0,29.85,2.692,80.358,2708,3273.5460612,3112.6210064,0.95,427.9,129.8,23.9,25.1,40.67,11.6,15.9,4.82,14.54,6.1,20.81,0.1,113,34,103,43,256,3.18,85,EXERCISE,18.5,66,643,755,23315,971.4,16.19,109,289.6,0,3912,19403,0,16.8,83.2,0.95,0,0.86,1.15,2.01,0.43,0.2,1.905,2,0,0,,94,59.7,256,3.13,44.36,,,
817.0,29.56,2.637,77.941,2703,3174.0226743,3010.5403019,0.95,419.0,126.8,23.9,25.2,39.43,11.3,15.89,4.81,14.43,6.22,20.8,0.1,112,34,102,44,257,3.19,86,EXERCISE,18.5,66,643,755,22594,941.4,15.69,110,280.7,0,3972,18622,0,17.6,82.4,0.95,0,0.92,1.11,2.03,0.45,0.22,1.892,3,0,0,,91,60.9,257,2.87,45.13,,,
819.0,28.57,2.516,71.886,2712,3007.1117908,2825.0464419,0.94,396.4,123.3,23.2,24.7,37.36,10.7,15.76,4.9,14.3,6.29,20.79,0.11,112,35,101,45,259,3.22,88,EXERCISE,18.5,66,643,755,21363,890.1,14.84,111,265.4,0,4414,16948,0,20.7,79.3,0.94,0,1.03,1.07,2.1,0.49,0.21,1.857,2,0,0,,86,64.0,258,2.44,45.57,,,
821.0,29.27,2.738,80.137,2798,3385.7769553,3154.5641075,0.93,430.5,134.4,23.1,24.8,42.06,12.0,15.72,4.91,14.42,6.1,20.8,0.11,111,35,102,43,260,3.23,86,EXERCISE,18.5,66,643,755,24011,1000.5,16.67,111,298.3,0,5596,18415,0,23.3,76.7,0.93,0,1.01,1.04,2.05,0.49,0.19,1.904,2,0,0,,97,59.8,259,2.71,44.36,,,
823.0,30.15,2.666,80.382,2682,3352.4440299,3137.878815,0.94,420.8,129.8,23.3,24.9,41.65,11.9,15.78,4.87,14.26,6.25,20.8,0.11,112,34,101,44,261,3.24,86,EXERCISE,18.5,66,643,755,23798,991.6,16.53,112,295.6,0,5198,18599,0,21.8,78.2,0.94,0,0.87,1.12,1.99,0.44,0.21,1.905,2,0,0,,96,59.7,261,3.06,45.32,,,
825.0,30.61,2.62,80.204,2819,3317.8540045,3125.9982,0.94,414.7,127.1,23.5,25.0,41.22,11.8,15.83,4.85,14.5,6.07,20.81,0.1,112,34,103,43,262,3.25,87,EXERCISE,18.5,66,643,755,23585,982.7,16.38,112,293.0,0,4655,18930,0,19.7,80.3,0.94,0,0.93,1.03,1.96,0.47,0.2,1.904,2,0,0,,95,59.8,261,2.82,44.17,,,
827.0,27.52,3.275,90.138,3232,3666.0067022,3543.1738097,0.97,520.3,160.2,24.1,24.9,45.54,13.0,15.89,4.89,14.56,6.11,20.81,0.1,112,35,103,43,263,3.27,87,EXERCISE,18.5,66,643,755,26201,1091.7,18.19,113,325.5,0,2996,23205,0,11.4,88.6,0.97,0,0.98,1.2,2.18,0.45,0.2,1.955,2,0,0,,105,54.8,262,3.34,44.43,,,
829.0,26.32,2.822,74.263,2930,3091.3532401,2963.5976657,0.96,445.3,140.1,23.4,24.4,38.4,11.0,15.78,4.96,14.17,6.45,20.81,0.1,112,35,100,46,264,3.28,88,EXERCISE,18.5,66,643,755,22055,919.0,15.32,113,274.0,0,3111,18945,0,14.1,85.9,0.96,0,0.98,1.3,2.28,0.43,0.22,1.871,2,0,0,,89,62.8,263,2.88,46.59,,,
831.0,30.93,2.759,85.33,3105,3329.7809627,3185.194882,0.96,444.1,128.3,25.0,26.1,41.36,11.8,16.1,4.65,14.69,6.0,20.81,0.1,114,33,104,42,265,3.29,89,EXERCISE,18.5,66,643,755,23745,989.4,16.49,114,295.0,0,3519,20226,0,14.8,85.2,0.96,0,1.0,0.94,1.94,0.52,0.22,1.931,2,0,0,,96,57.2,264,2.76,43.73,,,
833.0,30.3,2.78,84.242,2844,3379.6019605,3257.0763322,0.96,443.6,133.8,24.3,25.2,41.98,12.0,15.96,4.81,14.68,5.98,20.81,0.1,113,34,104,42,266,3.3,88,EXERCISE,18.5,66,643,755,24139,1005.8,16.76,115,299.9,0,2987,21152,0,12.4,87.6,0.96,0,0.89,1.09,1.98,0.45,0.19,1.926,2,0,0,,97,57.8,266,3.12,43.6,,,
835.0,35.71,2.622,93.643,2774,3538.9730065,3439.0356059,0.97,425.3,120.0,25.8,26.5,43.96,12.6,16.22,4.58,14.86,5.89,20.8,0.1,115,32,105,42,267,3.32,88,EXERCISE,18.5,66,643,755,25322,1055.1,17.58,115,314.6,0,2441,22882,0,9.6,90.4,0.97,0,0.79,0.89,1.68,0.47,0.22,1.971,2,0,0,,102,53.1,266,3.32,43.03,,,
837.0,32.26,2.897,93.452,2774,3707.4764876,3604.664205,0.97,463.0,139.4,24.6,25.3,46.06,13.2,15.98,4.81,14.69,6.04,20.79,0.11,113,34,104,43,268,3.33,86,EXERCISE,18.5,66,643,755,26531,1105.5,18.42,116,329.6,0,2511,24020,0,9.5,90.5,0.97,0,0.81,1.05,1.86,0.44,0.2,1.971,2,0,0,,107,53.2,267,3.58,43.98,,,
838.0,32.43,2.738,88.8,2864,3331.8877285,3272.4174268,0.98,443.1,127.1,26.0,26.4,41.39,11.8,16.18,4.64,14.72,6.03,20.74,0.15,115,33,104,43,269,3.34,89,EXERCISE,18.5,66,643,755,23895,995.6,16.59,116,296.8,0,1456,22440,0,6.1,93.9,0.98,0,0.81,1.04,1.85,0.44,0.23,1.948,1,0,0,,96,55.5,268,3.38,43.92,,,
841.0,23.35,2.948,68.825,3016,3037.7103341,2918.0664901,0.96,454.7,155.9,22.1,23.0,37.74,10.8,15.42,5.29,13.9,6.6,20.76,0.12,109,37,98,47,269,3.34,89,EXERCISE,18.5,66,643,755,21682,903.4,15.06,117,269.3,0,2915,18767,0,13.4,86.6,0.96,0,1.05,1.52,2.57,0.41,0.19,1.838,3,0,0,,87,65.5,269,2.81,47.55,,,
843.0,26.55,2.669,70.858,3113,3006.2126223,2810.1350451,0.93,419.0,131.7,23.0,24.6,37.34,10.7,15.7,4.93,14.22,6.32,20.8,0.1,111,35,101,45,271,3.37,87,EXERCISE,18.5,66,643,755,21334,888.9,14.82,117,265.0,0,4749,16585,0,22.3,77.7,0.93,0,1.05,1.21,2.26,0.46,0.21,1.85,2,0,0,,86,64.5,271,2.54,45.77,,,
845.0,27.03,2.949,79.703,2939,3479.0676097,3242.4558577,0.93,459.0,148.9,22.4,24.0,43.22,12.3,15.56,5.05,14.13,6.34,20.81,0.09,110,36,100,45,272,3.38,88,EXERCISE,18.5,66,643,755,24674,1028.1,17.14,118,306.5,0,5727,18947,0,23.2,76.8,0.93,0,0.97,1.25,2.22,0.44,0.2,1.901,2,0,0,,100,60.1,271,3.04,45.89,,,
847.0,33.9,2.572,87.186,2766,3538.9482579,3266.5453551,0.92,409.5,120.3,24.0,26.0,43.96,12.6,15.92,4.68,14.48,6.08,20.79,0.11,113,33,103,43,273,3.39,87,EXERCISE,18.5,66,643,755,25049,1043.7,17.4,118,311.2,0,6581,18468,0,26.3,73.7,0.92,0,0.85,0.92,1.77,0.48,0.22,1.94,2,0,0,,102,56.3,272,3.03,44.24,,,
849.0,27.27,2.817,76.827,2808,3385.7115119,3123.5743187,0.92,437.9,143.0,22.1,24.0,42.06,12.0,15.54,5.08,14.14,6.32,20.83,0.12,110,36,100,45,274,3.4,88,EXERCISE,18.5,66,643,755,23962,998.4,16.64,119,297.7,0,6332,17630,0,26.4,73.6,0.92,0,0.96,1.24,2.2,0.44,0.19,1.886,2,0,0,,97,61.5,273,2.93,45.77,,,
851.0,30.46,2.838,86.437,2929,3685.6495243,3461.7529424,0.94,442.1,143.1,22.9,24.4,45.78,13.1,15.58,5.04,14.34,6.13,20.71,0.16,110,36,102,43,275,3.42,91,EXERCISE,18.5,66,643,755,26182,1090.9,18.18,120,325.2,0,5428,20754,0,20.7,79.3,0.94,0,0.98,0.99,1.97,0.5,0.17,1.937,2,0,0,,106,56.7,274,2.9,44.55,,,
853.0,31.09,2.84,88.29,2936,3534.1673079,3358.1194605,0.95,453.3,134.8,24.4,25.6,43.9,12.5,15.96,4.75,14.54,6.1,20.79,0.11,113,34,103,43,276,3.43,89,EXERCISE,18.5,66,643,755,25167,1048.6,17.48,120,312.6,0,4279,20888,0,17.0,83.0,0.95,0,0.94,0.99,1.93,0.49,0.22,1.946,2,0,0,,102,55.7,275,3.02,44.36,,,
856.0,20.07,4.038,81.03,4112,3443.2908725,3336.180382,0.97,632.1,207.1,23.1,23.9,42.77,12.2,15.65,5.13,14.33,6.29,20.8,0.11,111,36,101,45,277,3.44,88,EXERCISE,18.5,66,643,755,24622,1025.9,17.1,121,305.9,0,2614,22008,0,10.6,89.4,0.97,0,1.55,1.44,2.99,0.52,0.19,1.909,3,0,0,,99,59.4,277,2.61,45.57,,,
858.0,32.61,2.367,77.185,2666,3050.4822279,2917.1419095,0.96,374.6,114.5,24.6,25.7,37.89,10.8,15.83,4.84,14.3,6.26,20.6,0.23,112,34,101,44,278,3.45,87,EXERCISE,18.5,66,643,755,21752,906.3,15.11,122,270.2,0,3245,18507,0,14.9,85.1,0.96,0,0.85,0.99,1.84,0.46,0.22,1.888,2,0,0,,88,61.3,277,2.78,45.38,,,
860.0,34.09,2.6,88.636,2689,3592.0530405,3369.3001916,0.94,413.5,123.6,24.0,25.6,44.62,12.7,15.9,4.75,14.5,6.09,20.78,0.12,113,34,103,43,279,3.47,87,EXERCISE,18.5,66,643,755,25510,1062.9,17.72,122,316.9,0,5399,20111,0,21.2,78.8,0.94,0,0.82,0.94,1.76,0.47,0.21,1.948,2,0,0,,103,55.6,278,3.17,44.3,,,
862.0,31.09,2.78,86.425,2782,3582.7290268,3379.6357061,0.94,439.7,135.3,23.5,24.9,44.51,12.7,15.82,4.87,14.4,6.13,20.81,0.1,112,34,102,43,280,3.48,88,EXERCISE,18.5,66,643,755,25474,1061.4,17.69,123,316.4,0,4928,20545,0,19.3,80.7,0.94,0,0.85,1.08,1.93,0.44,0.2,1.937,2,0,0,,103,56.7,280,3.27,44.55,,,
864.0,28.85,2.6,75.0,2862,3220.417627,3028.9426507,0.94,406.4,130.6,22.7,24.1,40.01,11.4,15.63,5.02,14.31,6.2,20.8,0.1,111,36,101,44,281,3.49,89,EXERCISE,18.5,66,643,755,22884,953.5,15.89,123,284.3,0,4644,18240,0,20.3,79.7,0.94,0,0.94,1.14,2.08,0.45,0.18,1.875,2,0,0,,93,62.4,281,2.77,45.0,,,
866.0,33.71,2.597,87.539,2768,3569.2566085,3335.9664017,0.93,412.6,123.5,23.9,25.5,44.34,12.7,15.89,4.76,14.41,6.15,20.79,0.11,112,34,102,44,282,3.5,89,EXERCISE,18.5,66,643,755,25329,1055.4,17.59,124,314.6,0,5650,19679,0,22.3,77.7,0.93,0,0.88,0.9,1.78,0.49,0.22,1.942,2,0,0,,103,56.1,282,2.95,44.68,,,
867.0,36.14,2.637,95.313,2741,3759.4072856,3566.9835854,0.95,422.8,123.2,24.7,26.0,46.7,13.3,16.03,4.67,14.62,6.03,20.79,0.11,114,33,104,43,283,3.52,88,EXERCISE,18.5,66,643,755,26763,1115.1,18.59,124,332.5,0,4675,22088,0,17.5,82.5,0.95,0,0.76,0.9,1.66,0.46,0.22,1.979,1,0,0,,108,52.2,282,3.47,43.92,,,
